"international";0.01989;0.00241;0.06491;0.03808;0.0302;0.01455;-0.03296;0.02026;-0.25655;1.46154;-0.04396;0.0609;0.01861;0.01287;-0.1532;1.049;0.0282;0.04254;-0.11959;0.79466
"Border";0.05474;0.05818;0.44626;5.7296;-0.03176;0.05124;-0.04836;0.13879;-0.01749;0.02162;-0.04702;0.22186;-0.02897;0.09926;0.04638;0.30606;0.05767;0.56642;0.04758;0.40034
"Union";0.14715;0.11995;0.11215;0.10325;0.20199;0.59123;-0.03611;0.02208;0.11361;0.26031;0.08259;0.19527;0.01777;0.01066;-0.19053;1.47367;0.01654;0.01329;0.09468;0.45232
"control";-0.36905;1.18881;0.07923;0.08119;-0.10056;0.23089;-0.19669;1.03221;0.06416;0.13084;0.06173;0.1719;0.04435;0.10459;0.03336;0.0712;0.00042;1e-05;0.09901;0.77949
"cooperation";-0.2108;0.6042;0.26173;1.38019;0.32477;3.75162;-0.07561;0.23764;-0.17353;1.49075;-0.1464;1.506;-0.06762;0.37862;0.08697;0.75372;-0.11016;1.44714;0.00704;0.00614
"experts";-0.42018;1.56084;-0.04083;0.02184;-0.06401;0.09477;-0.15975;0.68967;0.12982;0.54246;0.0307;0.04306;-0.2663;3.81862;-0.0281;0.05115;0.04126;0.13199;0.0044;0.00156
"not";-0.24844;0.46276;-0.0533;0.03156;-0.03225;0.0204;-0.13131;0.39516;0.15173;0.62845;0.01779;0.01227;6e-05;0;-0.08805;0.42603;-0.09081;0.54224;-0.06459;0.28491
"previous";0.35295;0.62733;0.06122;0.02797;-0.06032;0.04793;-0.00678;0.00071;0.03145;0.01813;-0.13899;0.50273;-0.15515;0.73836;-0.25669;2.43155;0.17128;1.29569;-0.00737;0.00249
"time";0.03628;0.00596;-0.07303;0.03581;-0.10433;0.12905;-0.04953;0.03399;0.17888;0.52798;0.06455;0.09758;-0.08348;0.19236;-0.02733;0.02482;-0.07366;0.21566;0.01583;0.01035
"Fundamental";0.03834;0.00913;0.09293;0.07948;-0.22039;0.78918;0.34106;2.20835;-0.42857;4.15335;0.22485;1.62276;0.23606;2.10803;-0.12473;0.70815;0.07778;0.3295;-0.05918;0.19815
"Management";-0.03778;0.00983;0.18286;0.341;-0.08226;0.12183;0.04086;0.03512;-0.17215;0.74254;0.05339;0.10137;0.04808;0.09691;0.07355;0.27286;-0.09776;0.57688;0.06556;0.26944
"October";-0.02332;0.00247;-0.21023;0.29683;-0.14604;0.25288;0.12941;0.23201;0.07378;0.08981;-0.1469;0.50543;0.01545;0.00659;-0.07095;0.16719;-0.14658;0.85401;0.02595;0.02781
"Rights";0.03225;0.00628;0.07144;0.0457;-0.20958;0.69433;0.3813;2.68562;-0.52471;6.05732;0.27067;2.28799;0.2488;2.2783;-0.14307;0.90643;0.03885;0.07998;-0.0802;0.35411
"agencies";0.12826;0.08652;0.09887;0.07618;0.10933;0.16447;-0.03026;0.01472;-0.07523;0.10837;-0.15016;0.61288;-0.05594;0.10023;-0.09422;0.34218;-0.03674;0.06227;-0.18688;1.67344
"into";0.08113;0.04788;0.31909;1.09751;-0.11495;0.25145;0.02899;0.01868;-0.00643;0.00109;0.04593;0.07931;0.0045;9e-04;0.25352;3.42612;-0.05255;0.17621;-0.14328;1.36037
"nationals";-0.04273;0.0092;-0.03195;0.00762;-0.17456;0.40143;0.04941;0.03758;0.05291;0.05132;-0.04547;0.05381;0.16242;0.80912;-0.00598;0.00132;0.05716;0.14431;-0.03973;0.07243
"quarter";0.25899;0.33403;-0.21986;0.3567;-0.10521;0.14419;0.09682;0.1427;0.07447;0.10055;-0.28588;2.10341;-0.06147;0.1146;-0.26481;2.55916;-0.2879;3.62026;-0.13666;0.84727
"these";-0.31225;0.51827;-0.1344;0.14227;0.07949;0.08787;-0.03413;0.01893;0.02911;0.0164;0.10879;0.32516;0.00692;0.00155;-0.04952;0.09552;0.00133;8e-05;-0.1174;0.66742
"three";0.11877;0.07577;0.07274;0.04211;0.03733;0.01958;-0.03175;0.01655;0.15589;0.47525;0.01011;0.00284;-0.00438;0.00063;-0.07891;0.24513;0.03619;0.06171;-0.12237;0.7327
"but";-0.12814;0.07625;-0.1129;0.08772;-0.02739;0.00912;-0.05223;0.03873;-0.02639;0.01177;0.06182;0.09173;0.03818;0.04123;-0.14662;0.7316;-0.09856;0.3957;0.00703;0.00209
"during";-0.13729;0.10652;-0.03815;0.01219;0.08287;0.10152;0.16427;0.46614;-0.05213;0.05592;0.06736;0.13253;-0.05915;0.12043;-0.12079;0.60427;0.03447;0.05889;-0.04606;0.10924
"or";-0.39666;1.83113;0.05341;0.04919;-0.24566;1.83729;-0.1138;0.46075;0.08967;0.34073;5e-05;0;-0.007;0.00347;-0.0406;0.14059;0.02608;0.06944;0.07822;0.64866
"together";-0.02647;0.00435;0.19467;0.34876;0.10558;0.18112;-0.01865;0.0066;0.03738;0.03159;-0.00443;0.00063;-0.02714;0.02786;-0.04582;0.09555;0.11064;0.6668;-0.12049;0.82135
"1";-0.073;0.02654;-0.18521;0.25312;-0.10714;0.14953;0.26023;1.03089;0.22767;0.9398;-0.18514;0.88216;-0.11523;0.40276;-0.12015;0.5268;0.03948;0.06807;-0.06692;0.20315
"Commission";-0.19097;0.17958;-0.03384;0.00836;-0.08002;0.08247;0.00478;0.00034;-0.21118;0.79946;-0.00717;0.00131;0.08575;0.22052;-0.09743;0.34256;0.05655;0.13812;-0.1362;0.83214
"management";-0.08855;0.06494;0.18586;0.42391;0.03149;0.02149;-0.04631;0.05428;-0.07911;0.1887;-0.00062;2e-05;-0.02766;0.03858;-0.09296;0.52448;-0.1238;1.11312;0.04113;0.12763
"out";-0.18721;0.18238;0.06474;0.03232;0.21175;0.61037;-0.02196;0.00767;0.18315;0.63554;0.29565;2.35063;-0.06262;0.12427;-0.15725;0.94297;0.09773;0.43591;0.04355;0.08992
"region";0.08932;0.03929;-0.0865;0.05459;0.04471;0.02575;0.20276;0.61876;-0.06895;0.08523;-0.06809;0.11797;0.04144;0.05149;-0.33244;3.98789;-0.13252;0.75845;0.05371;0.12942
"total";0.18266;0.22777;0.24011;0.58318;-0.02284;0.00931;0.16306;0.55479;0.1551;0.59789;0.02158;0.01644;-0.19002;1.5013;-0.11033;0.60898;0.18573;2.06521;0.00974;0.0059
"up";0.0096;0.00042;0.02705;0.00491;0.00619;0.00045;0.04728;0.03097;0.12613;0.26252;-0.04483;0.04706;0.07759;0.1662;-0.09951;0.32889;0.0301;0.03602;0.00452;0.00085
"2";-0.10118;0.04639;-0.08842;0.0525;-0.17607;0.36753;0.30601;1.29733;0.05293;0.04622;-0.05837;0.07979;-0.09428;0.24535;-0.12603;0.52758;0.13473;0.72155;0.12687;0.66459
"Eastern";0.36085;0.6193;0.18911;0.25205;-0.06797;0.05748;0.10902;0.17281;0.20098;0.69947;-0.19062;0.89311;0.24869;1.79155;-0.13257;0.61251;0.01173;0.00574;0.05289;0.12122
"Europe";0.10529;0.06079;0.30548;0.75826;-0.10767;0.16629;-0.03888;0.02533;0.14056;0.39442;0.02713;0.02086;0.17717;1.04837;0.10087;0.40885;0.18182;1.58995;-0.16696;1.39247
"future";-0.2059;0.18978;-0.01358;0.00122;-0.01679;0.0033;-0.0451;0.02783;-0.14307;0.33359;-0.07193;0.1197;0.06649;0.12052;-0.10188;0.34046;0.02541;0.02535;0.03379;0.04655
"migration";-0.16807;0.23708;-0.01255;0.00196;0.18442;0.74677;0.22305;1.27642;0.00984;0.00296;-0.10799;0.5058;-0.01965;0.01973;-0.15123;1.40664;-0.06616;0.32217;-0.09089;0.6317
"only";-0.11216;0.05772;0.08944;0.05439;0.12019;0.17339;0.03908;0.02142;0.01565;0.00409;0.10331;0.25306;0.05518;0.08508;0.06812;0.15604;-0.03177;0.04061;0.04011;0.06725
"technical";-0.48975;1.14075;-0.11906;0.09991;-0.05078;0.03209;-0.17372;0.43876;0.32456;1.82407;0.10368;0.26424;-0.12664;0.46458;0.06348;0.14047;0.03815;0.06072;-0.05662;0.13889
"Warsaw";-0.37888;0.98795;-0.03286;0.01101;-0.28804;1.49377;0.18335;0.70724;-0.1269;0.4035;-0.04376;0.06811;0.01488;0.00928;0.0895;0.404;0.01617;0.01579;-0.03647;0.0834
"data";-0.22893;0.27858;0.01151;0.00104;-0.32627;1.48026;-0.15392;0.38495;0.15744;0.47973;-0.29044;2.31726;-0.02868;0.02663;0.1321;0.67979;-0.08333;0.3237;0.07769;0.29231
"development";-0.40301;0.80882;0.09635;0.06851;-0.02405;0.00753;-0.27773;1.17419;-0.17129;0.53194;-0.04231;0.04607;0.03424;0.03557;0.04448;0.07219;0.07462;0.24317;-0.04758;0.1027
"joint";-0.47958;1.66008;0.06376;0.04348;0.37922;2.71533;-0.05857;0.0757;-0.07668;0.15453;-0.08465;0.26729;0.15466;1.05151;0.03609;0.06891;-0.07771;0.38231;-0.08037;0.42469
"security";0.02152;0.00311;0.30796;0.94361;0.0071;0.00089;-0.09508;0.18556;-0.03624;0.0321;-0.09637;0.32227;-0.11375;0.52912;0.06914;0.23522;-0.08043;0.38096;0.12221;0.91351
"surveillance";-0.24892;0.32589;-0.01986;0.00307;0.1047;0.15083;-0.08311;0.11105;0.12385;0.29371;0.24507;1.6325;-0.11684;0.43729;-0.13956;0.75076;-0.17539;1.41905;-0.02013;0.01942
"main";0.07423;0.03422;0.25866;0.61577;-0.03896;0.02466;0.11035;0.23117;-0.09791;0.21677;0.01368;0.006;-0.05178;0.10142;0.07373;0.24743;-0.11865;0.76681;-0.00836;0.00395
"Agency";0.25381;0.87953;0.48736;4.80516;-0.02882;0.02967;0.06181;0.15944;-0.06853;0.23345;-0.06302;0.28018;-0.0263;0.05751;-0.04134;0.17097;0.0261;0.08154;0.12036;1.80181
"guard";-0.04147;0.01058;0.40563;1.50065;0.34295;1.89365;-0.09348;0.16441;-0.12836;0.36923;0.02845;0.02575;-0.19627;1.44402;-0.01023;0.00472;0.11171;0.67365;0.00477;0.00127
"irregular";0.03114;0.00987;0.11343;0.19414;-0.22547;1.35422;0.44061;6.04333;0.16199;0.97286;-0.16024;1.35141;-0.02923;0.053;0.08572;0.54832;-0.20519;3.76053;-0.0077;0.00551
"risk";-0.49323;1.15705;-0.00666;0.00031;-0.16695;0.34676;-0.17902;0.46593;0.02963;0.0152;-0.0143;0.00503;-0.13606;0.53624;0.0481;0.08065;0.06325;0.16685;0.12411;0.6674
"trafficking";-0.12186;0.06647;0.08133;0.04387;0.18475;0.39968;0.07544;0.07787;-0.12769;0.26572;-0.34164;2.70003;-0.13862;0.52386;0.15057;0.74372;-0.13816;0.74941;0.12325;0.61949
"training";-0.27215;0.74183;0.38604;2.21176;0.5247;7.21318;-0.12856;0.50597;-0.13794;0.69386;-0.19415;1.95117;-0.04598;0.12897;0.10793;0.85499;0.2189;4.20923;-0.36781;12.34324
"2013";-0.80097;3.05126;-0.08807;0.05467;-1.04064;13.47336;-0.83322;10.09323;0.28556;1.41203;0.02608;0.01672;-0.09963;0.28752;-0.03185;0.03537;-0.01612;0.01084;0.02961;0.03799
"level";-0.16009;0.11616;-0.09112;0.05576;-0.0335;0.01331;0.29038;1.16822;0.02991;0.01476;0.09336;0.20414;-0.2413;1.60723;-0.16463;0.90016;-0.0987;0.3872;0.03998;0.06598
"fundamental";0.15053;0.10143;0.3496;0.81071;-0.09812;0.11274;0.15987;0.34972;-0.22646;0.8358;0.16353;0.61862;0.16086;0.70548;-0.23589;1.82536;0.0705;0.1951;0.14329;0.83725
"rights";-0.02106;0.0027;0.3591;1.16539;-0.11657;0.21682;0.06583;0.08078;-0.30199;2.02504;0.04198;0.05556;0.2449;2.22784;-0.16304;1.18803;0.14568;1.13528;-0.03359;0.06268
"routes";0.35094;0.55131;0.58947;2.30481;-0.11036;0.14263;0.10043;0.138;0.0498;0.04043;0.08041;0.14957;-0.0909;0.22525;0.1969;1.27176;-0.05252;0.10828;0.07217;0.21237
"human";-0.34751;0.57435;0.09755;0.06706;0.21431;0.57145;0.14678;0.31322;-0.09724;0.16372;-0.24248;1.44516;-0.04881;0.06902;0.08121;0.22984;-0.07013;0.20516;0.01706;0.01262
"2011";-0.58323;1.90332;-0.28386;0.6681;-0.52561;4.04379;1.03066;18.16863;-0.21531;0.94443;0.0755;0.16485;-0.38378;5.01951;0.04356;0.0778;0.32802;5.28029;-0.11758;0.70467
"Laitinen";-0.62838;1.94425;0.03021;0.00666;0.49372;3.13983;0.21902;0.72201;0.05151;0.04757;-0.35139;3.14211;0.31309;2.93985;0.10413;0.39125;-0.17787;1.36634;0.29109;3.80069
